year	rank	votes	artist	song	filename	source	lyrics	language
1997	26	166	Black Velvet	Nagu Samet Ja Siid 	""			
1997	27	163	Folkmill	Käib Salapidi Öö 	lyrics-folkmill-kaib_salapidi_oo	1	sõidab tasa üle silla üle madala vee vees on sinise ja mustaga kuu ümber maalitud vöö öö on järve sisse läinud on seal ka magavad kuud see kes on veteneitsit näinud see enam näha ei saa muud mul on meeles see tuul ja rohkem veel... sul on silmades kuul ja rohkem veel... mul meeldib vaadata muud ja rohkem veel... käib salapidi öö, käib salapidi öö sõidan tasa üle silla keskel peatuma jään see niiske vaatepilt su meelest kui kleidiserva tõstab tuul see karge hommikune valgus mida magajad ei näe ei ole lihtsalt päeva algus vaid ta sulle ulatab käe mul on meeles see tuul ja rohkem veel... sul on silmades kuul ja rohkem veel... mul meeldib vaadata muud ja rohkem veel... käib salapidi öö, käib salapidi öö             2x	et
1997	28	156	Terminaator	Ingli Puudutus 	lyrics-terminaator-ingli_puudutus	1	Lööb kirikukell ja mu juustele langend on lumi. Kõik ümber on pime, vaid tähed mul näitavad teed. Aeg andeks on anda ja unustada kõik, mis kuri Ja lõpuni käia kõik pooleli olevad teed (su juurde ma tulen kord veel) Ma kalmistul süütasin küünla ja ootasin kaua. Mul tundus, et tulid ja käest võtsid kinni sa mul. Ma seisin seal tunde ja lõpuks jätsin su haua. See uni ei lõppegi ärgates hommikul. Ref: Kui külmus poeb hinge, su varjust saan tuld. Sa ilmud, kui ingel ja sa särad, kui kuld. Hetk õrnalt mind puutud ja lähedki taas Kui unenäoks muutud, ei suuda ma iialgi ärgata. Lõi kiriku kell tol öösel ja mets vastu kajas Ma aastast aastasse tulen ja sind ikka näen Ma elan siin ruumis ja tean, et sa hõljud ajas Ja ingli puudutus alati meelde mul jääb.	et
1997	29	147	Kate	Siis Kui Öö On Käes 	""			
1997	30	146	Smilers	Lähme sõidame 	lyrics-smilers-lahme_soidame	1	sa väljakutsuvalt läigid ja vaikselt tuksub su põu ma näen et täiesti valmis sa oled valla päästma hobujõud veel silitan sinu pinda on suured pamperid sul ma kuuma mootori lõhna järgi olen olnud alati hull lähme sõidame ainult hoia kinni mulle meeldib see mida minule teed tahan veel tahan veel teha ühe ringi lähme sõidame kogu öö on veel ees ma õrnalt puudutan gaasi käib läbi värin su seest ja kui ma käigu löön sisse sa lähed karjatades liikvele ei peata meid valgusfoorid ei hooli reeglitest me ja viiekümneses tsoonis meil sadaseitsekümmendkaks on sees	et
1997	31	136	2 Quick Start	Poolel Teel Su Juurde 	""			
1997	32	129	Terminaator	Muinasjutumets 	lyrics-terminaator-muinasjutu_mets	1	Mäletad, kord käisime, muinasjutumetsas. Hoidsid kinni sa mu käest, Kõigist õnnelikum ma, olin selles metsas. Pimedusest valgusse, viis meie rada. Palju me ei rääkinud. Sina kartsid suuri puid ja ma sind puudutada. Ref: Ja kõik see oli kord ja las ta jääbki nii Muinasjutumetsa sa ei tule tagasi. Ainus, mida soovin ma, et mind mäletaks veel sa Muinasjutumetsas kohtusin kord haldjaga. Ajavool meid kaasa viis ja me saime suureks. Enam pole hiigelpuid. Vahel ootan sind veel seal, allikate juures. Mäletad sa seda puud, mille juures andsid suud Ja siis ütlesid, et sa ei tule tagasi Ma jäin siia ootama, ma jäin siia uskuma, Et kõik muinasjutud hästi peavad lõppema.	et
1997	33	122	Rumal Noorkuu	Sweet Kisses 	lyrics-noorkuu-sweet_kisses	1	I want your sweet kisses I like your sweet kisses ououou... Really baby you drive me crazy every single day I love your sweet sweet kisses it's all i want from you I need your sweet sweet kisses to make my dreams come true Sweet kisses from you You....aaauuu You....aaauuu You....aaauuu...papapapaa You said kiss kiss kiss these all that i miss i would do anything for you bow before me down on my knees When i wake up with you baby baby side by side and you hug me and you touch me and you squeese me when die Ououou....sweet kisses I like your sweet kisses ououou... Really baby you drive me crazy every single day I love your sweet sweet kisses it's all i want from you I need your sweet sweet kisses to make my dreams come true Sweet kisses from you You....aaauuu You....aaauuu You....aaauuu...papapapaa Once we'd kiss kiss kiss on your cherry cherry lips you can your finger lips and your sugar-sweet lips Make me love you love you baby 'til i gone no more these sweet sweet kisses these all i adore Ououou...sweet kisses are made for me and you sweet kisses will make my dreams come true sweet kisses and i know your love is true every time every time i'm kissing you You....aaauuu You....aaauuu You....aaauuu...sweet kisses for you	en
1997	34	120	The Tuberkuloited	Okkaline Lill 	lyrics-the_tuberkuloited-okkaline_lill	1	Üks mis kindel iga mees Kord on olnud sõiduvees, Kui unistuste laeva pärituul lükkab õnne taeva Ja siis ennäe juba õnngi ootab ees Hiljem küll ei oska öelda, Miks just roosiaed on see. ilma okasteta roose pole kandnud ükski pind ilma okasteta roos on just kui liibadeta lind ilma okasteta liiga kergelt murtud oleks roos ikka unelmad ja okkad ühes koos Vist nüüd sellest mõtle vaid, Et on tundeid suuremaid Ja armastust kui filmi Iga päev ootad pikki silmi Jahh eks näis, siis kui rind on okkaid täis, Kus on mees kes julgeks öelda, Et just roosiaias käis. ilma okasteta roose pole kandnud ükski pind ilma okasteta roos on just kui tiibadeta lind ilma okasteta liiga kergelt murtud oleks roos ikka unelmad ja okkad ühes koos Pikka aega on ju meid Köitnud unelmate neid, Kuid roosiline elu ühtki meest kaua küll ei võlu Kas pole hea, et vaid paari okast tean Elupäevad tänan taevast, Et üht ainsat roosi tean. ilma okasteta roose pole kandnud ükski pind ilma okasteta roosil poole väiksem oleks hind ilma okasteta liiga kergelt murtud oleks roos ikka unelmad ja okkad ühes koos Ilma okasteta roose pole kandnud ükski pind Ilma okasteta roos on just kui liibadeta lind Ilma okasteta liiga kergelt murtud oleks roos Ikka armastus ja okkad ühes koos Ikka armastus ja okkad ühes koos.	et
1997	35	111	Rumal Noorkuu	Muumioru Lugu 	lyrics-rumal_noorkuu-muumioru_lugu	1	:,:Papapapaa... Ööks Muumimaja eal lukku ei panda Hei, Muumid! Seal, kus meri viib lootuste randa Hei, Muumid! Pere lööb tantsu end eeskujuks seab Muumidelt elamist õppima peab Hei Muumid!Hei Muumid!Hei Muumid!:,: Papapapaa... Hei Muumid!	et
1997	36	100	Kate	Perpetum Mobile 	lyrics-kate-perpetuum_mobile	1	Tere, inimene Veel oota, ära mine, Siin jalgu puhata võid. Võibolla tunned janu, Või vajad siiraid sõnu, Mis kaua kuulmata jäid. :::Ref:::Kell paugub ja kaigub kong, Tik-tik-a-tak liigub rong, Oma teel, Nii tormates peatumata. :::Ref:::Lõppeda ei tohi raudne ring, Siis kaob, kui tunneb nälga hing, Perpetuum Mobile on see. Kui viivuks seisma jääd, Tõmbad veidi hinge, Ehk muutud endiseks veel. Kord sind ma armastasin, Kuid oled ainult masin, Said igiliikuriks sel teel. Kell paigub ja kaigub kong, Tik-tik-a-tak liigub rong, Oma teel, Nii tormates peatumata. Lõppeda ei tohi raudne ring, Siis kaob, kui tunneb nälga hing, End igiliikuriks nii teed. Tere, inimene, Oota, ära mine, Võibolla rõõmud on teel. Aeg tuleb võtta maha, Sest peale töö ja raha, Maailmas muudki on veel :::Ref:::	et
1997	37	87	Click OK	Lase Lõdvaks 	lyrics-click_ok-lase_lodvaks	1	Lase lõdvaks end ja tõsta käed. Ei miski suuda sind päästa mu käest. Sa veel küsid,kas teeb haiget see? Siis on hilja,kui ma plahvatan kui leek. 2x Ajee, Siis ma tulen,kui saabub öö. Ja su silmad sulen,miks siis kartma lööd? Kas unenäos pole kohta kellelgi teisel? Või ei ole mina su jaoks liialt beibe? Ära minuga mängi,ise otsuseid teen! Iga teine mees pole minu jaoks see mees. Kes oma arglike mõtteid ei suuda varjata nüüd, ise ära need pühin nagu dünamiit! 2x ref. Nüüd jäta paanika, unusta appi hüüd Parem kuula mida ütleb Sulle mu etüül Sa ei suuda magada, ei süüa, ei teha tööd Kardad uinuda, kui kell näitab ööd Ma olen see mille eest võid Sa surra Kuid ainuüksi see mõte Sind juba murrab! Kas ma pole nii tõene, et mitte uskuda? Annad tundele voli, et mu sees end tunda! Parem vaata ette kui ma plahvatan, sest ma olen dünamiit Yeaaaah!  Yeaaaah Yeaaaah... Clikc Ok! Yeaaaah! 7x ref. Yeaaaah!	et
1997	38	84	Dallas	Your New Girlfriend 	""			
1997	39	78	Terminaator	Kristallkülmas Öös 	lyrics-terminaator-kristallkulmas_oos	1	Ma tean et tuult ei oska püüda ma tean kuid maa võin muutuda palju võib hing su nime hüüda näib tee su juurde lõputa. Käed taskus kõnnin siin kristallkülmas öös ka sina tead rändur ei peatu sest ta minema peab... Võib imedesse uskuda su kõrval kui kord ärkan ma samu tähti näeme me sama õhku hingame väib unelmasse uskuda su kõrval kui kord ärkan ma läbi tule läbi vee leian su juurde tee. Kaob öö ja jälje jätab maha öö kaob koos muinasjutuga taas läen ja kõik jääb mu selja taha ma tean kuid ma võin muutuda Käed taskus ... lase imel sündida lase leida ennast üles lase hingel lennata lase imel sündida las ma sulatan su üles lase hingel rännata...	et
1997	40	72	Terminaator	Kes Uskus 	lyrics-terminaator-kes_uskus	1	Kes uskus võõrasse kes tuli läbi öö. Kes uskus põrgusse ja kaela pani vöö. Kes uskus armastusse mida osta saab. Ma jäin imestades selle üle mõtlema. Kes uskus jumalasse sai petta pool. Kes õppida ei jõudnud seda õpetas elukool. Kes uskus vabadusse see vangi jäi, iialgi ei saa ta käia enam püstipäi. Tule, tule ja vii mind ära siit liiga palju olen pikki päevi näinud. Tule, tule ja vii mind ära siit, liiga pika tee ma olen maha käinud. Kes sõprust usaldas sai selga noa. Kes teele minna tahtis sai selleks loa. Kes vajas inimesi jäi üksinda, ma jäin imestades selle üle mõtlema. Hommik saabub ja kõik on nii endine...	et
1998	1	1216	Smilers	Tantsin Sinuga Taevas 	lyrics-smilers-tantsin_sinuga_taevas	1	Kuu on täis iseennast ja nii lõpmata suur õhk on pehme kui samet meid vaikselt puudutab tuul pilved sõuavad aeglaselt rivis ja see kõik mida näen sinu silmist - ma tean TÄNA ÖÖSEKS VÕIN JÄÄDA MIS VÕIKS OLLA ILUSAM TANTSIN SINUGA TAEVAS AINULT TÄHED JALGE ALL kõik on kaugele jäänud kadund aeg kadund ruum shangri-la, sinuga ei vaja midagi muud linnuteed mööda hulgume ringi ja see kõik mida loen sinu silmist - ma tean see mida sa saad - olgu muusika see mida ma teen - olgu küünla leek mida juua on meil - see olgu me vein ja kõik mis on hea - see tulema peab	et
1998	2		A-Rühm	Popmuusik	lyrics-a-ruhm-popmuusik	1	Kozy: Siin on minu avakõne eesti popmuusikale nekroloog surnult sündinud elavale salvav sõna, hape mitte leelis tõug on kohalik poppar ehk kõrvadega peenis. sõnad on kurjad - tean mida teen keela, meela, veena ja proovi veel ja veel fakti sa ei muuda, siinne vaimne ajutrust korraliku teose asemel toodab kust eesti muusika ja sõnastuse põhialus väldi isiklikku mõtet, mõttetegevus on valus vorbid junni pealt junni, kokku tuleb päris pask eesti poppi võib päästa produtsendi mahalask sest muusika, mida see põrkest pauk teeb, pole muusika, vaid fucking lõtv susinaga peer ja rahvas neelab sitta, juba seeditud kraam, ise mäluda ei oska, see on ta ilmapildi raam staar keda palvetab ja õhkab vasta kuud on ajudeta pederast või mõttevaba luud nende kupli keemiline koostis viitavat näib et õlgadele hoopistükkis perse on läind kurb aga tõsi, tõsi aga kurb eesti popmuusik, sinu nimi on kürb hääl on sul liba, oled kohitsetud mees või on mäneka s'hlong otsapidi sees võtad ta käest lutti, lakud iga päev peed see on su töö, mis tippu tallab tee sul on lühikene türa ja olematu laup kärvanuna olla võid veel vajaminev kaup sees on sul hea aga välja paistad sitt pole midagi teha mees - sa oled vitt Refrään: ära karju mulle kõrva - popmuusik plaanitsen su mõrva - popmuusik lase enda tasku - popmuusik päkapikudisko - popmuusik G-Enka: söö oma sitt sa ise oma nurisünnituse sinu noodipuldi peale kusen kõik 6 pakki tuleks tühjaks lasta , et lõpetada saaks selle vaimse pederastia situ ja kirjuta oma enda sahtlisse muidu topin sind põlvedeni pahtlisse Pirita jõe põhjas laulad tuukriga duetti nagu fred jüssi uurid vesirotti või vaatad kuidas sookurg ahvenat nikub sinu lõpuks saavad bensiin ja tikud maiki niristad verbaalset jobi maltshii urod, pede, igavene kabi kuulates sind, vaadates su tantsupoosi mul süda läheb pahaks, ma saan pasa üledoosi nõrk on see mis teed, uttu tõmba löön su maha nagu moslem lööb lamba , neonats juudi, othello oma pruudi, kallale ässitan sul Marju Kuudi kui küsid miks, siis annan sulle vastuse risti löön su nagu Jeesus Kristuse 30 päeva 40 päeva seal ripud ja mul on pohhui kuhu kused, kuhu situd, sest ma söödan sind, söödan, olen Salme Masso, sest ma löön sind, löön, oled Kommer Asso kes 3 korda päevas kukub trepist alla nii see on fuck you ja shallallalla Refrään: Cool D: lood meil ju riigis on päris pasad kui avad raadio ja miskit kuulata tahad kuid nagu ikka sealt tuleb vaid sitta kehitad õlgu ja mõtled mis siis ikka kohta pole raske leida võtad raadio sangast ja viskad pasa vastu seina raadiost oli veidi kahju, nii et parema meelega popmuusik sind ma hoopis leinan sest su mõttetöö on null sind vaid liigitan, kas sul on vitt või munn su musa on nii igav, et parem vaatan kuidas kasvab muru ja hambad mulda surun su diskolaulu teema on ju nii lühike see on kogu aeg üks ja mõte lühike popmuusik, kas tahad teada tõde sa sündisid sellest, et su isa keppis oma õde sind polnud küll plaanis, kuid tänu sinule nilbe mentaliteet nüüd on suures plaanis su menoraagia ning tüüdanud on vesirott karistuseks ära lõigatakse parem kott Refrään: Revo: laulad ja kaod sitta laod ei mäleta sind keegi, aint raha pärast seda teedki mõtlemise koormat ise pole kandnud laulad naistest, keda ise pole pannud su emale su sünni puhul viidi küll tort kas tõesti unustas ta mis on abort see on lihtne - pole vaja mingit arsti kalashnikov putsi ja valmis on varsti üheksa grammi tina tuleb torust nii inimkond puhkab sinu laulujorust sa muusikakoolis küll ennast erudeerid, kuid miks lavalt rahvale siis perse urineerid äri nimel sind rahva ette viidi -ha-ha-haa ja pits tsüaniidi su enda häälepaeltega seon sind tooli külge estraadinaha nülin nagu eskimo hülge paljastan su vale - vale vale homomeelse pale - pale pale oled müügiartikkel ja produtsendi ori ainsaks noodiks jääb sul surmaeelne korin enne kui on hilja lõpeta see pasanteeria sina oled kulak ja mina olen Beria Refrään:	et
1998	3		2 Quick Start	Teine Pool	lyrics-2_quick_start-teine_pool	1	Su pilk on tumm, ei tundeid näe sa midagi ju võiksid tunda, tean, et oled see, kes endaks jääb ja tõstan käe, sest keegi leidma peab Bridge: Kui üksi seisan toas, veel leian sust jälgi maas kui silmad sulen siis, kui oleksid siin taas ja puutuda sind ma peaaegu saan Chorus: Ka mul on teine pool nii ihaldav ja noor on meeletusteks valmis see ka mul on teine pool ja tunnetele toon ma ohvriks kui vaid ootad veel Sa olid kõik, mis tahta võin meil oli häid ja halbu aegu teed ent läksid lahku, maha jäin ma loodan mõtled mulle praegu veel Bridge Chorus Bridge Chorus	et
1998	4		Terminaator	Aja Teenija	lyrics-terminaator-aja_teenija	1	[Kaitserelvastus, olgu ta kui tahes kaasaegne on surnud rahu kui seda usaldataks ilma väljaõppeta meeskonna kätte Kõige võimasam relv, kõige kesksem tegur mistahes väeliigis, mistahes demokraatlikus riigis on kõigepealt sõdur. Sõdur ja tema väljaõpe, sõdur ja tema kaitsetahe, sõdur ja tema vastuvaidlematu kuulekus distsipliinile, käsule ja Eesti Vabariigi seadustele on see alus, millele me ehitame tänast ja homset Eesti kaitsevõimu.] Kui juba hommikul vara rivis seisma pead sa Mina poole päevani jään voodisse lebama Nii kaunis on hommik Mind ootab kuum ja päikseline Pirita Keset kuuma päeva metsas higisena jooksed sa Sa ju tead et gaasimaskis suvel raske hingata Ka minul on palav On palju kauneid naisi rannas liikumas On nädal mööda läinud ja koju sa ei saa Su tüdruk laupäeva õhtul tantsib diskol üksinda Sa kasarmu peldikult nii kurvalt Küürid oma hambaharjaga Ja pärast kõike seda valmis oled kohtuma surmaga Oh, ema, kui sa vaid näeksid pojast mees on sul sirgumas Sina samblikutes roomad Kiidad kõrgemal seisvat meest Oma sõjaväekarjaari algad ikka orjusest Ja kui alandlik oled Võid ühel päeval kamandada roodu ees Oh miks küll enam ei kuula Singer Vingerit sa Kes laulis, et sa kodusõjas surma ei saa Selle peale raadiost juba Uusi eurolaule jõudsid lindistada Minust iial ei saa ajateenija Olen hullumeelne ja see ausalt muret tekitab Et lapseks vist jään ja meheks ei sirgugi iial ma Ja pärast kõike seda valmis oled kohtuma surmaga Oh, ema, kui sa vaid näeksid pojast mees on sul sirgumas Poisid, rahva kaitsejad Sõrve sääre tipust Narvani on meie maa Veel võib vabalt hingata Ka Hiina müürini võib Eesti piirid lükata Ja pärast kõike seda valmis oled kohtuma surmaga Oh, ema, kui sa vaid näeksid pojast mees on sul sirgumas Ja pärast kõike seda valmis oled kohtuma surmaga Oh, ema, kui sa vaid näeksid pojast mees on sul sirgumas Ja siin põhjatähe all me võime vabadusse uskuda Kuid meheks iial sa ei saa kui pole olnud ajateenija Ja pärast kõike seda sinu juurde tulen ja jään Ja su juurde ma saabun läbi tule ja jää Ja pärast kõike seda sinu juurde tulen ja jään Ja su juurde ma saabun läbi tule ja jää	et
1998	5		Koit Toome	Mere Lapsed	lyrics-koit_toome-mere_lapsed	1	Meil vanne antud, leping sõlmitud Kaiotsad lahti päästetud Me pagas pardal, purjed heisatud Vöör koitu pööratud Näe, ahtris silmapiiri sisse lä'eb Ka viimne kodutorni tipp Nii lapsepõlv meist randa maha jääb Ja algabki me retk Kas mõistad, kallis, kõik meil uus on ees Nüüd vihmas, tuules, päikselõõsa sees Me ihu, hing ja meel sellel teel Kuuluvad vaid teineteisele Kui laiub pärani ees avarus ükskõik - las laetud rajust see Me unistused, riskid ühised Ka lainte keerises Kas mõistad, kallis.... Sul soodiots, mul tüür on peos siht ühine meid kokku seob Üks on alus meil, kesk tuuli neid kus ainsana meil hoida teineteist Kas mõistad, kallis... Kas mõistad, kallis...	et
1998	6		Terminaator	Sinu Juurde Tagasi	lyrics-terminaator-sinu_juurde_tagasi	1	Siiamaani pole aru saanud miks meenud sa kui teavas pilves viibib miks elu pole üldse imeline kui miski  haiget teeb ja hinges kriibib. Vastu valgust ma ei julge minna silmi avades ma tõde puutun päevad pikad kõik ma magan maha õhtuti ma vägivaldseks muutun. Ref: Sinu juurde tagasi sinu juurde tagasi sinu juurde tagasi ma tulen Siis kui silmad sulen unenägudes mul meenub asju sellepärast ma ei tõuse üles unenägudes su häält ma kuulen unenägudes sind saan ma hoida süles... Kirjad eal ei jõua kohale ei tõsta paberile sulge on palju mõtteid mida praegugi ma tahaks kuid ei mõelda julge. Nii ma laman terve igaviku siin ei hinga ega silmi ava Hetki neid mult keegi võtta ju ei saa sellepärast et ma sellepärastet ma Ref siis kui silmad sulen	et
1998	7		Müürsepp & Krieger	Sõbra Laul	lyrics-erich_krieger-sobra_laul	1	Sina oled minu sõber Meie jutt ei ole tavaline meie jutus on see tõde mis on antuid hetkel oluline Anna andeks mis on vale kuid ma andsin endast parima Parima mis veel on minus Tegelikult see on viga me ei ole ammu kokku saanud kokku võtnud selle asja mis on hakand jälle hinge närima see ei ole mingi juhus et siin paigas juts me kokku saime sina oled minu sõber Aeg kõike teha Aeg hoiab sõpru häid Aeg meidki näeb Miskipäras mul on tunne Parim päev on meil veel kõigil ees Võtta asja rahulikult pika peale kõik saab ära tehtud Ära teeme needki nipid Mille jaoks meid üldse ilma loodi Pea vastu sõber Aeg kõike teha Aeg hoiab sõpru häid Aeg meidki näeb Aeg kõike teha Aeg hoiab sõpru häid Aeg meidki näeb Aeg kõike teha Aeg hoiab sõpru häid Aeg meidki näeb Aeg kõike teha Aeg hoiab sõpru häid Aeg meidki näeb Sina oled minu sõber Meie jutt ei ole tavaline meie jutus on see tõde mis on antuid hetkel oluline Anna andeks mis on vale kuid ma andsin endast parima Parima mis veel on minus	et
1998	8		Kukerpillid	Tahan Lennata	lyrics-kukerpillid-tahan_lennata	1	Vahel on nagu tahaksin midagi muud mitte seda mis minule antud ma ei ütle et tahaksin päikest ja kuud tahan kuube mis pole veel kantud. Tahan naist kes on kuum nagu lõunamaa öö tahan kirge mis minu jaoks laetud ma ei nõua et oleks tal vooruslik vöö tahan hästi et asi saaks aetud. Tahan rännata sinna kus jalg pole käind tahan korrakski ära siit minna ma ei mõtle et oleksin kõrbesse läind tahaks näha või suuremat linna. Tahan piiluda vett millel kallast ei näe ma ei mõtle et hullaksin laintes tahn korraks ta sisse vaid torgata käe kas tõesti ta soolaselt maitseb. Ref: Tahan lennata, aga mitte eriti kõrgelt tahan lennata, aga näe, kardan kokkupõrget. Tahan lennata, aga mitte eriti kõrgelt tahan lennata - kuigi kindlam on vaadata lendamas tuvi või kurge Tahan proovida jooki mis purju teeb pää ma ei mõtle et täis tahaks juua tahan tunda kas tõesti see surin on hää et sellele ohviks end tuua. Tahan tunda mis tähendab tõeline torm ma ei mõtle et roniksin masti võiks puhuda tuul kasvõi mütsi mul peast ka see oleks pagana hästi. Tahan eksida mõnikord tuttavalt teelt tahks kohata musta kassi ma ei mõtle et sohu peaks uppuma teelt aitaks sellest kui uksed läeks sassi. Vahel on nagu tahaksin midagi muud mitte seda mis minule antud ma ei ütle et tahaksin päikest ja kuud tahan kuube mis pole veel kantud. Re: Tahan lennata ...	et
1998	9		Caater	Come Closer	""			
1998	10		Rumal Noorkuu	Sügiskuu	lyrics-rumal_noorkuu-sugiskuu	1	sügiskuu ja lõppemas on tee taas nii nukraks uinuv loodus jääb peagi näen, kuis viimne leht langetab end puult edasi ta lennutab tuul pisaraid nüüd julgelt nutab pilv endale ta neid ei hoidma pea täna veel valgust peidab end vaikseks jäänud ööst puhkab ta nii käib see, enne lõpp ja jälle algus uus nii käib see, enne öö ja siis taas valgus enne lõpp ja siis algus uus sügistuult ei pelga ma, abituna tundub ta taas kui paistab päiksekiir sind ma kohtan uuesti sinu hääl meenub mulle veel ütlesid, ei rohkem tulla saa kohtume taas siis, kui paitab kevadpäike pead ööst kui pikast tõusnud sa nii käib see, enne lõpp ja jälle algus uus nii käib see, enne öö ja siis taas valgus enne lõpp ja siis algus uus sügistuult ei pelga ma abituna tundub ta taas kui paistab päiksekiir sind ma kohtan uuest sügiskuu ja lõpeb tee sind ei kuskilt leia eest taas kui paistab päiksekiir sind ma kohtan uuesti sügistuult ei pelga ma abituna tundub ta taas kui paistab päiksekiir sind ma kohtan uuesti sügiskuu ja lõpeb tee sind ei kuskilt leia eest taas kui paistab päiksekiir sind ma kohtan uuesti sügistuult ei pelga abituna tundub ta taas kui paistab päiksekiir sind ma kohtan uuesti	et
1998	11	355	A-Rühm	Viimane Lumi 	lyrics-a-ruhm-viimane_lumi	1	COOL-D täna pole jututeema, see, mida omal ajal jättis rääkimata sulle ema. Vaatame hoopis asjale nii nagu mina näen, sa usu mind, siis on hilja kui sul raudus käed. Asi on lihtne, sa ela oma elu nii, et see poleks sulle ja ka teistele siis piin. Probleem on mulle tuttav, olen olnud asjas sees, sest ka mina olen täitsa tavaline mees. Kas sul on olnd hommikul kui pole meeles see, mitu grammi on sul ühe ööga ninas sees, kas tõesti selliseid mälestusi ongi vaja, kui täis peaga sai külastatud lõbumaja. Miski pole halb, sest keegi ütles nii, miski pole halb, sest räägitakse nii, miski pole halb, sest mõni teeb nii, miski on halb, kui sult mõistuse viib. Õigem küll oleks öelda, igaühel otsas pea, et langetada otsus, mida tegema ta peab, kuid kui su peas on ajul küljes mingi häda, siis, ma vaid ütlen, mees su seis on mäda. Anna mulle mikker ja näitan kes on jokker, see pole siin mõni vanemlik lektsioon. Konkreetsed on räpid, riimid ja poos. Ma pole mingi maailma parandaja, kuid rokin mikrit, sest näib miskit öelda on vaja. Nuta või naera see on paras koom on kodumaad haarand idiootlik sündroom. See pole politsei ei poltergeist, kes turvased on teinud meist, vaid vabaduse illusioon, mis mõnel mehel lõpu toond. Pateetiline pilt kui mõni meeter null kaks on sassis kui siga, kuigi ise veel laps. Sa tahad rokkida, sa tahad tshekkida, sulle näib, et oled mees, kuid võid eksida. Igal peol on näha kari idioote, kel mõistusest alles vaid üksikuid noote. Seal üks ja seal üks ja seal veel kolmas, kel kuul on peas ja ajud pole korras. Milleks on sul vaja imeda igast sitta, parem nüsi kohe veeni nii on lihtsam ikka. Jobu kui sul mõistust olema ei satu. SÕNA -- ära niku endal näkku. REF:(2X) Karga, karga see on viimane lumi, karga, karga see on igavene uni, karga, karga vaba surma idee, karga, karga see on point ja idee. Anna mule maik vana. Eestikeelne 'Toe-Tag' versus liiminuusutaja, noor ja loll, kellel on moment, kes paneb juba parmu, kuigi kubemes ei kasva veel tal karvu. Nõel, veen, lage aju nuss, välimus tal jube nagu hammastega tuss. Noor kui Shmigun, ain't perse kukund, kuna süstib solki ja nuusutab lund. Juba joob, kuigi pole saanud naistki, kasva ennem pikemaks kui pudel 'Belõi aist'i'. Nolk söö sitta saa, kui tuled minult küsima kui tuled minult küsima on sul tabla Mine tapa omasuguseid noori rauku või oma käega kustutan sul koni silmaauku. Vegeteerid siin ilma minu loata. Ma arvan, et sind tuleks saata, ümbernikkumisele, et saaks ükskord sinust ka mees. Sest elu ongi surm, miks kiirendad protsessi. Jumal niigi nägi sinu tegemise nussi. Nüüd istud süstla otsas, nagu broiler, teiseks koduks on sul Vismari kainer. Bohhui on mul ma pole sinupärast kurb, sest esimene lumi on surm. Kuule mees, las ma räägin sulle sellest jamast, arvad, et kui eales pole saanud mõnda emast. Süstid, imed või tõmbad seda ninna ning võid õhtul laaberdama minna südalinna. Mõtled, et on šeff ringi hängida pilves peaga kuid ema karm, tea, see asi ei lõppe heaga Mine perse oma diileri fantaasiaga, käi vittu oma idiootliku kaadriga. Ära torka oma sõrme narkarite perse, mine osta endale pann ja paar konserve. REF:(2X) See on kui massiivne suitsiid, siin planeedil Maa, pole mõtet ega võimalust peatada. Sulle on antud üks elu, mõtle enne kui teed, kas asjal on point ja on mõte sees. REF:(4X)	et
1998	12	267	Smilers	Mõtlen Sinust 	lyrics-smilers-motlen_sinust	1	täna ärkasin vara on väljas külm ja lumi maas üle tõsiselt pika aja vähe päikest näha saab olen lihtsalt niisama kuulan lenny krawitz'it ja mõtlen et sa võiksid olla siin mu päevad on pikad usu ööd on veel pikemad aga mul pole viga võin öelda saan endaga hakkama unistan sinust ja suvest vaid ja sellest kuidas koos rannas sööme maasikaid voodis vedelen üksinda mõtlen sinust mu maailmas silmad sulen ja hetkeks viib sinu juurde mind tumesinine satiin palju maad palju aega jääb me vahele ma nii tahaks teada et mida sa hetkel teed ma tunnen sust puudust iga sekund ja minut ja tund fantaasiatega sinust kiusan end täna ärkasin vara pool üksteist on vara minu jaoks joon paar cappucino't ära ja su pildid ritta laon ma unistan sinust ja hea on nii ja ma tunnen et sa võiksid olla siin	et
1998	13	236	Terminaator ja Evelin Samuel	Kaitseta 	lyrics-terminaator-kaitseta	1	1. Keegi pole siia ilma sündind surema, liivakella ajavoolu peatada ei saa. Ütle miks nii teed, kelle eest põgened mulle mõistmatuks jääb see. 2. Keegi pole siia ilma sündind ootama, armastust ei vaja ma, et selles pettuda. Keda uskusin, kellest unistasin selllest ära pöördusin. Ref: Sinu pilvede riik, tõotatud maa, unede linn, kuhu peitusid sa. Sind enam ei suuda varjata. Pilvede riik, tõotatud maa, unede linn kuhu peitusid, peitusid sa sind jätan üksinda ja nii kaitseta. 3. Keegi pole siia ilma sündind kaotama, väidad küll, et haiget enam kukkudes ei saa. Valu unusta, kirjad põleta, mälestused kustuta. Ref.	et
